epoch,accuracy,loss,val_accuracy,val_loss
0,0.6578689813613892,1.8239567279815674,0.5637999773025513,2.528503894805908
1,0.6644783616065979,1.8169125318527222,0.5843999981880188,2.2678773403167725
2,0.6622974872589111,1.7990273237228394,0.58160001039505,2.2566757202148438
3,0.6578912138938904,1.8167935609817505,0.5759999752044678,2.2619378566741943
4,0.661941409111023,1.7975412607192993,0.5587999820709229,2.4735569953918457
5,0.662742555141449,1.8199673891067505,0.5626000165939331,2.395374298095703
6,0.6584475636482239,1.803843379020691,0.578000009059906,2.2418410778045654
7,0.6634101867675781,1.7953338623046875,0.5663999915122986,2.328216552734375
8,0.6626757979393005,1.7984322309494019,0.5658000111579895,2.4517083168029785
9,0.6629428267478943,1.8121377229690552,0.567799985408783,2.4996747970581055
10,0.6584475636482239,1.8227680921554565,0.5702000260353088,2.4738008975982666
11,0.6631653904914856,1.8050941228866577,0.5726000070571899,2.305673599243164
12,0.6632543802261353,1.8005260229110718,0.578000009059906,2.2894680500030518
13,0.6600053310394287,1.8128200769424438,0.5781999826431274,2.269009828567505
14,0.6631653904914856,1.7983124256134033,0.5881999731063843,2.227022409439087
15,0.6633879542350769,1.8051365613937378,0.5824000239372253,2.259272575378418
16,0.6637217402458191,1.7906014919281006,0.5874000191688538,2.267732858657837
17,0.6636104583740234,1.7964719533920288,0.5703999996185303,2.3473737239837646
18,0.6630764007568359,1.809172511100769,0.5812000036239624,2.324179172515869
19,0.6632989048957825,1.7994065284729004,0.5703999996185303,2.259368658065796
20,0.6619859337806702,1.8005620241165161,0.5627999901771545,2.3474245071411133
21,0.6653462648391724,1.793373703956604,0.5842000246047974,2.2061614990234375
22,0.6633656620979309,1.7941781282424927,0.5582000017166138,2.38047194480896
23,0.663855254650116,1.8096961975097656,0.574999988079071,2.3140087127685547
24,0.6628316044807434,1.8001899719238281,0.5820000171661377,2.2792439460754395
25,0.6630541086196899,1.7953044176101685,0.5720000267028809,2.3436439037323
26,0.6656800508499146,1.7963570356369019,0.5533999800682068,2.439706563949585
27,0.6616076231002808,1.8072166442871094,0.6000000238418579,2.185687780380249
28,0.6622084975242615,1.7951900959014893,0.5766000151634216,2.290517807006836
29,0.660539448261261,1.8100993633270264,0.5867999792098999,2.238903284072876
30,0.6627870798110962,1.7997421026229858,0.5914000272750854,2.2883458137512207
31,0.6633434295654297,1.7942168712615967,0.5857999920845032,2.2350237369537354
32,0.6634991765022278,1.8052105903625488,0.579200029373169,2.3123581409454346
33,0.6627203226089478,1.804783821105957,0.5907999873161316,2.226761817932129
34,0.6611402630805969,1.8071821928024292,0.5838000178337097,2.2992336750030518
35,0.6622974872589111,1.7925641536712646,0.5861999988555908,2.2539262771606445
36,0.6644116044044495,1.79497230052948,0.578000009059906,2.292581081390381
37,0.6650124788284302,1.8038941621780396,0.574400007724762,2.2947614192962646
38,0.6640110611915588,1.8029767274856567,0.5770000219345093,2.2558634281158447
39,0.6631431579589844,1.7869253158569336,0.5735999941825867,2.289766788482666
40,0.6618969440460205,1.7926908731460571,0.5541999936103821,2.5972201824188232
41,0.6642335653305054,1.802817702293396,0.5824000239372253,2.260089159011841
42,0.6636995077133179,1.796142339706421,0.5842000246047974,2.272498846054077
43,0.6651014685630798,1.7912226915359497,0.5716000199317932,2.3035683631896973
44,0.6618524193763733,1.795236587524414,0.5766000151634216,2.2831203937530518
45,0.6647009253501892,1.799979567527771,0.5717999935150146,2.308702230453491
46,0.661941409111023,1.8157707452774048,0.5723999738693237,2.3168413639068604
47,0.6643003225326538,1.793147325515747,0.5752000212669373,2.316363573074341
48,0.6639443039894104,1.7944751977920532,0.5861999988555908,2.2580888271331787
49,0.6663476824760437,1.7920775413513184,0.5803999900817871,2.2699875831604004
50,0.66685950756073,1.7887309789657593,0.5866000056266785,2.2386434078216553
51,0.6648566722869873,1.7955942153930664,0.5648000240325928,2.3344945907592773
52,0.6627203226089478,1.7986013889312744,0.5608000159263611,2.4389634132385254
53,0.6691739559173584,1.7866575717926025,0.5788000226020813,2.3020310401916504
54,0.6647231578826904,1.7950199842453003,0.5848000049591064,2.247042179107666
55,0.6641445755958557,1.8133926391601562,0.5843999981880188,2.220224142074585
56,0.6669930815696716,1.7855005264282227,0.5843999981880188,2.272489070892334
57,0.6629873514175415,1.8043545484542847,0.5916000008583069,2.257432222366333
58,0.6641668081283569,1.8040553331375122,0.5906000137329102,2.2632815837860107
59,0.6644561290740967,1.7865288257598877,0.5709999799728394,2.323620080947876
60,0.6633879542350769,1.7885360717773438,0.5703999996185303,2.326815605163574
61,0.6645451188087463,1.7897146940231323,0.576200008392334,2.277602195739746
62,0.6632989048957825,1.7929073572158813,0.5934000015258789,2.257301092147827
63,0.6622752547264099,1.7984451055526733,0.5705999732017517,2.3255012035369873
64,0.6672155857086182,1.7853355407714844,0.5845999717712402,2.2418973445892334
65,0.6679499745368958,1.79011869430542,0.5730000138282776,2.317734956741333
66,0.6652572751045227,1.7957932949066162,0.5559999942779541,2.401503324508667
67,0.6647009253501892,1.798790693283081,0.5812000036239624,2.2647106647491455
68,0.6692184209823608,1.7817593812942505,0.5717999935150146,2.2999022006988525
69,0.66685950756073,1.7750329971313477,0.5781999826431274,2.2826626300811768
70,0.6670820713043213,1.777815818786621,0.5898000001907349,2.2518866062164307
71,0.664344847202301,1.8054676055908203,0.5888000130653381,2.2384419441223145
72,0.6678164601325989,1.7733865976333618,0.5795999765396118,2.317344903945923
73,0.6663476824760437,1.78579843044281,0.5835999846458435,2.1992807388305664
74,0.667171061038971,1.787044644355774,0.5766000151634216,2.313174247741699
75,0.6696857810020447,1.7818934917449951,0.5781999826431274,2.263859748840332
76,0.6675494313240051,1.779259443283081,0.5705999732017517,2.329024076461792
77,0.664967954158783,1.7962398529052734,0.5827999711036682,2.2458059787750244
78,0.6683505177497864,1.7821086645126343,0.5834000110626221,2.3946938514709473
79,0.6653907895088196,1.8011399507522583,0.5720000267028809,2.2709414958953857
80,0.6700640916824341,1.7680299282073975,0.5641999840736389,2.3543684482574463
81,0.6686620712280273,1.7857261896133423,0.5712000131607056,2.324643850326538
82,0.6664144396781921,1.7794517278671265,0.5532000064849854,2.5751099586486816
83,0.6678386926651001,1.7836638689041138,0.5546000003814697,2.4365386962890625
84,0.6691961884498596,1.7756125926971436,0.5604000091552734,2.4027597904205322
85,0.6673046350479126,1.7865173816680908,0.5795999765396118,2.3041348457336426
86,0.6653684973716736,1.7839683294296265,0.5861999988555908,2.243074893951416
87,0.666881799697876,1.7750681638717651,0.5788000226020813,2.2405059337615967
88,0.6698192954063416,1.7791506052017212,0.5605999827384949,2.380948781967163
89,0.6649901866912842,1.7933385372161865,0.5889999866485596,2.2472915649414062
90,0.6668372750282288,1.7773536443710327,0.5648000240325928,2.4294207096099854
91,0.6655465364456177,1.7757830619812012,0.574400007724762,2.322246789932251
92,0.6652572751045227,1.7942192554473877,0.5741999745368958,2.306992292404175
93,0.6663476824760437,1.7794417142868042,0.5738000273704529,2.316579818725586
